timestamp,user,src_ip,event_type,bytes_transferred,hour,day
2026-06-13 17:40:53.536332,alice,192.168.1.12,login_success,361,10,2026-06-13
2026-06-13 17:41:30.536332,dave,192.168.1.16,login_success,469,10,2026-06-13
2026-06-13 17:48:45.536332,eve,192.168.1.10,login_success,902,10,2026-06-13
2026-06-13 17:53:54.536332,alice,192.168.1.17,login_success,655,10,2026-06-13
2026-06-13 18:03:17.536332,alice,192.168.1.21,login_success,601,10,2026-06-13
2026-06-13 18:10:16.536332,frank,192.168.1.21,login_success,1494,10,2026-06-13
2026-06-13 18:11:28.536332,eve,192.168.1.14,login_success,401,10,2026-06-13
2026-06-13 18:21:50.536332,bob,192.168.1.11,login_success,929,10,2026-06-13
2026-06-13 18:24:31.536332,frank,192.168.1.16,login_success,1015,10,2026-06-13
2026-06-13 18:28:22.536332,alice,192.168.1.17,login_success,1264,11,2026-06-13
2026-06-13 18:31:03.536332,carol,192.168.1.23,login_success,579,11,2026-06-13
2026-06-13 18:35:23.536332,bob,192.168.1.22,login_success,1352,11,2026-06-13
2026-06-13 18:36:14.536332,alice,192.168.1.24,login_success,214,11,2026-06-13
2026-06-13 18:37:09.536332,bob,192.168.1.23,login_success,1380,11,2026-06-13
2026-06-13 18:39:01.536332,carol,192.168.1.12,login_success,991,11,2026-06-13
2026-06-13 18:41:56.536332,dave,192.168.1.19,login_success,1286,11,2026-06-13
2026-06-13 18:51:26.536332,alice,192.168.1.13,login_success,692,11,2026-06-13
2026-06-13 18:52:41.536332,eve,192.168.1.25,login_success,1362,11,2026-06-13
2026-06-13 18:55:12.536332,dave,192.168.1.16,login_success,387,11,2026-06-13
2026-06-13 18:57:12.536332,dave,192.168.1.16,login_success,416,11,2026-06-13
2026-06-13 18:59:05.536332,eve,192.168.1.28,login_success,963,11,2026-06-13
2026-06-13 19:06:31.536332,alice,192.168.1.17,login_success,720,11,2026-06-13
2026-06-13 19:16:52.536332,alice,192.168.1.11,login_success,264,11,2026-06-13
2026-06-13 19:22:00.536332,alice,192.168.1.22,login_success,847,11,2026-06-13
2026-06-13 19:27:36.536332,frank,192.168.1.28,login_success,240,12,2026-06-13
2026-06-13 19:28:29.536332,bob,192.168.1.12,login_success,578,12,2026-06-13
2026-06-13 19:28:34.536332,eve,192.168.1.15,login_success,488,12,2026-06-13
2026-06-13 19:32:53.536332,eve,192.168.1.29,login_success,1217,12,2026-06-13
2026-06-13 19:34:09.536332,alice,192.168.1.28,login_success,618,12,2026-06-13
2026-06-13 20:01:30.536332,carol,192.168.1.16,login_success,1251,12,2026-06-13
2026-06-13 20:03:01.536332,bob,192.168.1.22,login_success,430,12,2026-06-13
2026-06-13 20:12:31.536332,carol,192.168.1.11,login_failed,0,12,2026-06-13
2026-06-13 20:25:04.536332,frank,192.168.1.14,login_failed,0,13,2026-06-13
2026-06-13 20:25:39.536332,carol,192.168.1.13,login_success,883,13,2026-06-13
2026-06-13 20:33:39.536332,dave,192.168.1.20,login_success,1256,13,2026-06-13
2026-06-13 20:34:14.536332,bob,192.168.1.20,login_success,1160,13,2026-06-13
2026-06-13 20:38:29.536332,carol,192.168.1.12,login_success,606,13,2026-06-13
2026-06-13 20:38:40.536332,carol,192.168.1.26,login_success,812,13,2026-06-13
2026-06-13 20:46:46.536332,carol,192.168.1.15,login_success,1441,13,2026-06-13
2026-06-13 20:56:13.536332,alice,192.168.1.12,login_success,842,13,2026-06-13
2026-06-13 21:04:33.536332,alice,192.168.1.27,login_success,702,13,2026-06-13
2026-06-13 21:05:24.536332,alice,192.168.1.10,login_success,1228,13,2026-06-13
2026-06-13 21:07:42.536332,carol,192.168.1.22,login_success,1129,13,2026-06-13
2026-06-13 21:12:25.536332,dave,192.168.1.27,login_success,702,13,2026-06-13
2026-06-13 21:18:31.536332,eve,192.168.1.26,login_success,298,13,2026-06-13
2026-06-13 21:21:05.536332,alice,192.168.1.27,login_success,925,13,2026-06-13
2026-06-13 21:21:12.536332,bob,192.168.1.24,login_success,1004,13,2026-06-13
2026-06-13 21:24:45.536332,alice,192.168.1.24,login_success,1271,13,2026-06-13
2026-06-13 21:26:04.536332,carol,192.168.1.15,login_success,1394,14,2026-06-13
2026-06-13 21:34:24.536332,carol,192.168.1.21,login_success,406,14,2026-06-13
2026-06-13 21:36:44.536332,dave,192.168.1.17,login_success,763,14,2026-06-13
2026-06-13 21:38:40.536332,alice,192.168.1.21,login_success,1091,14,2026-06-13
2026-06-13 21:38:58.536332,dave,192.168.1.20,login_success,430,14,2026-06-13
2026-06-13 21:42:07.536332,alice,192.168.1.22,login_success,1220,14,2026-06-13
2026-06-13 21:42:52.536332,carol,192.168.1.21,login_failed,0,14,2026-06-13
2026-06-13 21:58:59.536332,eve,192.168.1.27,login_success,592,14,2026-06-13
2026-06-13 22:06:29.536332,eve,192.168.1.20,login_success,948,14,2026-06-13
2026-06-13 22:12:06.536332,bob,192.168.1.15,login_success,942,14,2026-06-13
2026-06-13 22:14:32.536332,dave,192.168.1.29,login_success,1063,14,2026-06-13
2026-06-13 22:16:48.536332,dave,192.168.1.10,login_success,1464,14,2026-06-13
2026-06-13 22:17:55.536332,carol,192.168.1.17,login_success,684,14,2026-06-13
2026-06-13 22:19:59.536332,bob,192.168.1.16,login_success,295,14,2026-06-13
2026-06-13 22:22:56.536332,alice,192.168.1.21,login_success,1238,14,2026-06-13
2026-06-13 22:40:59.536332,alice,192.168.1.26,login_success,777,15,2026-06-13
2026-06-13 22:47:43.536332,dave,192.168.1.29,login_success,1466,15,2026-06-13
2026-06-13 22:48:24.536332,frank,192.168.1.20,login_failed,0,15,2026-06-13
2026-06-13 22:57:04.536332,eve,192.168.1.16,login_success,1309,15,2026-06-13
2026-06-13 22:57:16.536332,carol,192.168.1.22,login_success,1212,15,2026-06-13
2026-06-13 23:02:13.536332,eve,192.168.1.23,login_failed,0,15,2026-06-13
2026-06-13 23:04:17.536332,alice,192.168.1.19,login_success,756,15,2026-06-13
2026-06-13 23:09:15.536332,bob,192.168.1.23,login_success,845,15,2026-06-13
2026-06-13 23:24:48.536332,frank,192.168.1.16,login_success,881,15,2026-06-13
2026-06-13 23:39:48.536332,alice,192.168.1.11,login_success,909,16,2026-06-13
2026-06-13 23:40:27.536332,alice,192.168.1.24,login_success,848,16,2026-06-13
2026-06-13 23:43:10.536332,eve,192.168.1.29,login_success,1448,16,2026-06-13
2026-06-13 23:46:02.536332,bob,192.168.1.19,login_success,1482,16,2026-06-13
2026-06-13 23:51:53.536332,bob,192.168.1.22,login_success,517,16,2026-06-13
2026-06-13 23:56:22.536332,frank,192.168.1.10,login_success,1448,16,2026-06-13
2026-06-13 23:57:27.536332,frank,192.168.1.15,login_success,827,16,2026-06-13
2026-06-14 00:01:16.536332,alice,192.168.1.19,login_success,389,16,2026-06-14
2026-06-14 00:06:17.536332,dave,192.168.1.16,login_success,832,16,2026-06-14
2026-06-14 00:07:02.536332,frank,192.168.1.29,login_success,1172,16,2026-06-14
2026-06-14 00:07:21.536332,bob,192.168.1.29,login_success,1454,16,2026-06-14
2026-06-14 00:33:48.536332,eve,192.168.1.27,login_success,763,17,2026-06-14
2026-06-14 00:39:08.536332,frank,192.168.1.26,login_success,1336,17,2026-06-14
2026-06-14 00:53:54.536332,dave,192.168.1.24,login_success,1151,17,2026-06-14
2026-06-14 00:54:00.536332,alice,192.168.1.24,login_success,641,17,2026-06-14
2026-06-14 01:03:17.536332,dave,192.168.1.29,login_success,1491,17,2026-06-14
2026-06-14 01:17:43.536332,dave,192.168.1.27,login_success,1336,17,2026-06-14
2026-06-14 01:22:45.536332,alice,192.168.1.23,login_success,1456,17,2026-06-14
2026-06-14 01:25:19.536332,dave,192.168.1.23,login_success,402,18,2026-06-14
2026-06-14 01:33:06.536332,frank,192.168.1.14,login_success,1276,18,2026-06-14
2026-06-14 01:41:45.536332,frank,192.168.1.18,login_success,1448,18,2026-06-14
2026-06-14 01:42:18.536332,eve,192.168.1.12,login_success,1353,18,2026-06-14
2026-06-14 01:42:25.536332,carol,192.168.1.17,login_failed,0,18,2026-06-14
2026-06-14 01:49:54.536332,frank,192.168.1.10,login_success,446,18,2026-06-14
2026-06-14 01:56:11.536332,dave,192.168.1.10,login_success,322,18,2026-06-14
2026-06-14 01:59:26.536332,bob,192.168.1.23,login_success,929,18,2026-06-14
2026-06-14 01:59:44.536332,eve,192.168.1.17,login_success,1407,18,2026-06-14
2026-06-14 02:10:10.536332,dave,192.168.1.20,login_failed,0,18,2026-06-14
2026-06-14 02:14:46.536332,frank,192.168.1.17,login_success,584,18,2026-06-14
2026-06-14 02:19:53.536332,dave,192.168.1.25,login_success,1035,18,2026-06-14
2026-06-14 02:26:55.536332,eve,192.168.1.10,login_success,859,19,2026-06-14
2026-06-14 02:28:13.536332,bob,192.168.1.24,login_success,1154,19,2026-06-14
2026-06-14 02:30:38.536332,dave,192.168.1.15,login_success,963,19,2026-06-14
2026-06-14 02:45:18.536332,dave,192.168.1.18,login_success,602,19,2026-06-14
2026-06-14 02:49:18.536332,dave,192.168.1.15,login_success,386,19,2026-06-14
2026-06-14 03:13:50.536332,alice,192.168.1.25,login_success,346,19,2026-06-14
2026-06-14 03:18:26.536332,eve,192.168.1.27,login_success,663,19,2026-06-14
2026-06-14 03:26:44.536332,carol,192.168.1.17,login_success,750,20,2026-06-14
2026-06-14 04:06:01.536332,frank,192.168.1.11,login_success,537,20,2026-06-14
2026-06-14 04:12:58.536332,bob,192.168.1.10,login_success,1071,20,2026-06-14
2026-06-14 05:01:10.536332,carol,192.168.1.21,login_success,462,21,2026-06-14
2026-06-14 05:04:06.536332,dave,192.168.1.13,login_success,350,21,2026-06-14
2026-06-14 05:31:41.536332,frank,192.168.1.29,login_success,208,22,2026-06-14
2026-06-14 05:35:35.536332,frank,192.168.1.13,login_success,652,22,2026-06-14
2026-06-14 05:50:42.536332,eve,192.168.1.17,login_success,1214,22,2026-06-14
2026-06-14 06:01:58.536332,eve,192.168.1.22,login_success,1383,22,2026-06-14
2026-06-14 06:14:49.536332,carol,192.168.1.13,login_success,1260,22,2026-06-14
2026-06-14 07:47:31.536332,carol,192.168.1.12,login_success,786,0,2026-06-14
2026-06-14 07:57:38.536332,dave,192.168.1.25,login_success,303,0,2026-06-14
2026-06-14 08:16:04.536332,eve,192.168.1.11,login_success,827,0,2026-06-14
2026-06-14 08:31:24.536332,frank,192.168.1.24,login_success,709,1,2026-06-14
2026-06-14 10:06:14.536332,eve,192.168.1.25,login_success,537,2,2026-06-14
2026-06-14 10:10:06.536332,frank,192.168.1.26,login_success,1077,2,2026-06-14
2026-06-14 10:54:24.536332,eve,192.168.1.18,login_success,1156,3,2026-06-14
2026-06-14 12:45:51.536332,alice,192.168.1.18,login_success,1015,5,2026-06-14
2026-06-14 14:04:39.536332,alice,192.168.1.25,login_success,887,6,2026-06-14
2026-06-14 14:19:17.536332,bob,192.168.1.21,login_success,659,6,2026-06-14
2026-06-14 14:21:25.536332,dave,192.168.1.28,login_success,1256,6,2026-06-14
2026-06-14 15:16:13.536332,eve,192.168.1.18,login_success,1245,7,2026-06-14
2026-06-14 15:32:44.536332,frank,192.168.1.15,login_success,1015,8,2026-06-14
2026-06-14 15:37:10.536332,carol,192.168.1.28,login_success,858,8,2026-06-14
2026-06-14 15:40:43.536332,eve,192.168.1.17,login_success,425,8,2026-06-14
2026-06-14 15:41:11.536332,bob,192.168.1.20,login_success,1219,8,2026-06-14
2026-06-14 15:46:19.536332,carol,192.168.1.19,login_success,652,8,2026-06-14
2026-06-14 15:55:32.536332,dave,192.168.1.27,login_success,1159,8,2026-06-14
2026-06-14 15:59:57.536332,bob,192.168.1.12,login_success,226,8,2026-06-14
2026-06-14 16:09:12.536332,eve,192.168.1.21,login_success,1078,8,2026-06-14
2026-06-14 16:09:27.536332,dave,192.168.1.24,login_success,997,8,2026-06-14
2026-06-14 16:13:30.536332,alice,192.168.1.16,login_success,746,8,2026-06-14
2026-06-14 16:14:58.536332,bob,192.168.1.22,login_success,483,8,2026-06-14
2026-06-14 16:25:23.536332,eve,192.168.1.25,login_success,1322,9,2026-06-14
2026-06-14 16:31:52.536332,carol,192.168.1.25,login_failed,0,9,2026-06-14
2026-06-14 16:34:06.536332,carol,192.168.1.12,login_success,298,9,2026-06-14
2026-06-14 16:35:12.536332,alice,192.168.1.15,login_success,806,9,2026-06-14
2026-06-14 16:40:04.536332,dave,192.168.1.29,login_success,1260,9,2026-06-14
2026-06-14 16:43:11.536332,carol,192.168.1.10,login_success,1395,9,2026-06-14
2026-06-14 16:44:33.536332,eve,192.168.1.13,login_success,501,9,2026-06-14
2026-06-14 16:53:55.536332,eve,192.168.1.23,login_success,696,9,2026-06-14
2026-06-14 16:55:25.536332,alice,192.168.1.18,login_success,676,9,2026-06-14
2026-06-14 16:56:01.536332,frank,192.168.1.11,login_success,717,9,2026-06-14
2026-06-14 17:00:15.536332,bob,192.168.1.25,login_success,357,9,2026-06-14
2026-06-14 17:03:47.536332,eve,192.168.1.22,login_success,479,9,2026-06-14
2026-06-14 17:10:31.536332,alice,192.168.1.11,login_success,1443,9,2026-06-14
2026-06-14 17:13:10.536332,carol,192.168.1.12,login_success,380,9,2026-06-14
2026-06-14 17:20:27.536332,alice,192.168.1.22,login_success,1269,9,2026-06-14
2026-06-14 17:29:00.536332,carol,192.168.1.29,login_success,327,10,2026-06-14
2026-06-14 17:32:26.536332,frank,192.168.1.22,login_success,765,10,2026-06-14
2026-06-14 17:38:14.536332,carol,192.168.1.24,login_success,958,10,2026-06-14
2026-06-14 17:42:29.536332,dave,192.168.1.12,login_success,769,10,2026-06-14
2026-06-14 17:42:59.536332,frank,192.168.1.19,login_success,452,10,2026-06-14
2026-06-14 17:43:39.536332,eve,192.168.1.11,login_success,1327,10,2026-06-14
2026-06-14 17:54:02.536332,carol,192.168.1.13,login_success,445,10,2026-06-14
2026-06-14 17:54:23.536332,eve,192.168.1.21,login_failed,0,10,2026-06-14
2026-06-14 17:55:19.536332,carol,192.168.1.13,login_success,689,10,2026-06-14
2026-06-14 17:58:38.536332,carol,192.168.1.15,login_success,1161,10,2026-06-14
2026-06-14 17:59:11.536332,carol,192.168.1.14,login_success,1479,10,2026-06-14
2026-06-14 18:00:59.536332,bob,192.168.1.25,login_success,1053,10,2026-06-14
2026-06-14 18:01:58.536332,frank,192.168.1.18,login_success,825,10,2026-06-14
2026-06-14 18:02:24.536332,dave,192.168.1.12,login_success,354,10,2026-06-14
2026-06-14 18:02:59.536332,frank,192.168.1.20,login_success,885,10,2026-06-14
2026-06-14 18:03:13.536332,bob,192.168.1.28,login_failed,0,10,2026-06-14
2026-06-14 18:04:45.536332,dave,192.168.1.11,login_success,1262,10,2026-06-14
2026-06-14 18:07:48.536332,dave,192.168.1.13,login_success,1384,10,2026-06-14
2026-06-14 18:09:52.536332,frank,192.168.1.17,login_success,1180,10,2026-06-14
2026-06-14 18:12:49.536332,carol,192.168.1.24,login_success,217,10,2026-06-14
2026-06-14 18:14:22.536332,alice,192.168.1.27,login_success,1399,10,2026-06-14
2026-06-14 18:16:12.536332,carol,192.168.1.27,login_success,1120,10,2026-06-14
2026-06-14 18:19:07.536332,frank,192.168.1.25,login_success,984,10,2026-06-14
2026-06-14 18:21:41.536332,alice,192.168.1.29,login_success,737,10,2026-06-14
2026-06-14 18:24:13.536332,frank,192.168.1.28,login_success,1127,10,2026-06-14
2026-06-14 18:25:32.536332,bob,192.168.1.13,login_success,1102,11,2026-06-14
2026-06-14 18:42:49.536332,frank,192.168.1.19,login_failed,0,11,2026-06-14
2026-06-14 18:46:32.536332,dave,192.168.1.24,login_success,670,11,2026-06-14
2026-06-14 18:51:50.536332,dave,192.168.1.17,login_success,219,11,2026-06-14
2026-06-14 18:54:04.536332,bob,192.168.1.25,login_success,235,11,2026-06-14
2026-06-14 18:54:32.536332,bob,192.168.1.29,login_success,520,11,2026-06-14
2026-06-14 18:57:44.536332,alice,192.168.1.18,login_success,711,11,2026-06-14
2026-06-14 19:01:21.536332,dave,192.168.1.11,login_success,1315,11,2026-06-14
2026-06-14 19:14:47.536332,carol,192.168.1.26,login_success,599,11,2026-06-14
2026-06-14 19:18:34.536332,frank,192.168.1.25,login_success,853,11,2026-06-14
2026-06-14 19:20:06.536332,dave,192.168.1.21,login_success,1171,11,2026-06-14
2026-06-14 19:24:17.536332,frank,192.168.1.17,login_success,1366,11,2026-06-14
2026-06-14 19:24:42.536332,frank,192.168.1.18,login_success,884,11,2026-06-14
2026-06-14 19:27:05.536332,eve,192.168.1.20,login_success,774,12,2026-06-14
2026-06-14 19:27:36.536332,frank,192.168.1.19,login_failed,0,12,2026-06-14
2026-06-14 19:39:44.536332,alice,192.168.1.13,login_success,881,12,2026-06-14
2026-06-14 19:45:44.536332,dave,192.168.1.22,login_success,1053,12,2026-06-14
2026-06-14 19:45:47.536332,carol,192.168.1.21,login_failed,0,12,2026-06-14
2026-06-14 19:49:17.536332,dave,192.168.1.27,login_success,504,12,2026-06-14
2026-06-14 19:51:52.536332,bob,192.168.1.12,login_success,349,12,2026-06-14
2026-06-14 19:53:07.536332,alice,192.168.1.11,login_success,1037,12,2026-06-14
2026-06-14 19:55:47.536332,carol,192.168.1.29,login_success,513,12,2026-06-14
2026-06-14 19:58:55.536332,frank,192.168.1.14,login_success,1348,12,2026-06-14
2026-06-14 20:07:47.536332,bob,192.168.1.25,login_success,250,12,2026-06-14
2026-06-14 20:09:22.536332,carol,192.168.1.27,login_success,769,12,2026-06-14
2026-06-14 20:20:03.536332,dave,192.168.1.13,login_success,1413,12,2026-06-14
2026-06-14 20:31:12.536332,carol,192.168.1.28,login_success,1076,13,2026-06-14
2026-06-14 20:35:01.536332,carol,192.168.1.28,login_success,1326,13,2026-06-14
2026-06-14 20:44:37.536332,frank,192.168.1.18,login_success,1419,13,2026-06-14
2026-06-14 20:52:06.536332,dave,192.168.1.28,login_success,812,13,2026-06-14
2026-06-14 20:54:51.536332,dave,192.168.1.25,login_success,973,13,2026-06-14
2026-06-14 20:56:55.536332,bob,192.168.1.24,login_success,1276,13,2026-06-14
2026-06-14 21:04:52.536332,frank,192.168.1.17,login_success,463,13,2026-06-14
2026-06-14 21:05:13.536332,frank,192.168.1.10,login_success,1203,13,2026-06-14
2026-06-14 21:08:47.536332,bob,192.168.1.12,login_success,1192,13,2026-06-14
2026-06-14 21:22:48.536332,carol,192.168.1.27,login_success,204,13,2026-06-14
2026-06-14 21:41:57.536332,frank,192.168.1.11,login_success,1022,14,2026-06-14
2026-06-14 21:43:41.536332,frank,192.168.1.22,login_success,1066,14,2026-06-14
2026-06-14 21:44:47.536332,eve,192.168.1.21,login_success,835,14,2026-06-14
2026-06-14 22:03:48.536332,frank,192.168.1.16,login_success,855,14,2026-06-14
2026-06-14 22:04:13.536332,frank,192.168.1.14,login_success,468,14,2026-06-14
2026-06-14 22:05:03.536332,frank,192.168.1.11,login_success,569,14,2026-06-14
2026-06-14 22:11:05.536332,carol,192.168.1.20,login_success,1329,14,2026-06-14
2026-06-14 22:23:35.536332,carol,192.168.1.17,login_success,1135,14,2026-06-14
2026-06-14 22:25:13.536332,dave,192.168.1.21,login_success,1212,15,2026-06-14
2026-06-14 22:29:06.536332,bob,192.168.1.22,login_success,990,15,2026-06-14
2026-06-14 22:41:55.536332,dave,192.168.1.19,login_success,940,15,2026-06-14
2026-06-14 22:54:58.536332,eve,192.168.1.20,login_success,712,15,2026-06-14
2026-06-14 23:08:44.536332,eve,192.168.1.22,login_success,1281,15,2026-06-14
2026-06-14 23:12:23.536332,bob,192.168.1.27,login_success,1030,15,2026-06-14
2026-06-14 23:12:52.536332,alice,192.168.1.24,login_success,316,15,2026-06-14
2026-06-14 23:17:37.536332,alice,192.168.1.17,login_success,833,15,2026-06-14
2026-06-14 23:19:48.536332,alice,192.168.1.22,login_success,1350,15,2026-06-14
2026-06-14 23:21:20.536332,carol,192.168.1.15,login_success,1281,15,2026-06-14
2026-06-14 23:32:03.536332,eve,192.168.1.14,login_success,1460,16,2026-06-14
2026-06-14 23:32:59.536332,carol,192.168.1.25,login_success,687,16,2026-06-14
2026-06-14 23:41:59.536332,bob,192.168.1.24,login_success,903,16,2026-06-14
2026-06-14 23:49:26.536332,frank,192.168.1.27,login_success,1096,16,2026-06-14
2026-06-14 23:50:14.536332,alice,192.168.1.24,login_success,1060,16,2026-06-14
2026-06-14 23:51:34.536332,bob,192.168.1.23,login_success,1495,16,2026-06-14
2026-06-14 23:53:12.536332,alice,192.168.1.21,login_success,780,16,2026-06-14
2026-06-14 23:59:54.536332,carol,192.168.1.11,login_success,989,16,2026-06-14
2026-06-15 00:06:03.536332,eve,192.168.1.23,login_success,1412,16,2026-06-15
2026-06-15 00:23:36.536332,alice,192.168.1.24,login_success,1341,16,2026-06-15
2026-06-15 00:23:41.536332,dave,192.168.1.13,login_success,759,16,2026-06-15
2026-06-15 00:26:00.536332,bob,192.168.1.14,login_success,1309,17,2026-06-15
2026-06-15 00:30:39.536332,frank,192.168.1.29,login_success,1196,17,2026-06-15
2026-06-15 00:32:57.536332,bob,192.168.1.28,login_success,293,17,2026-06-15
2026-06-15 00:41:48.536332,frank,192.168.1.10,login_success,1208,17,2026-06-15
2026-06-15 00:42:51.536332,bob,192.168.1.27,login_success,1270,17,2026-06-15
2026-06-15 00:44:58.536332,alice,192.168.1.14,login_success,1157,17,2026-06-15
2026-06-15 00:55:25.536332,eve,192.168.1.28,login_success,652,17,2026-06-15
2026-06-15 01:02:10.536332,bob,192.168.1.20,login_success,1443,17,2026-06-15
2026-06-15 01:12:23.536332,frank,192.168.1.12,login_success,1211,17,2026-06-15
2026-06-15 01:14:06.536332,eve,192.168.1.10,login_success,1292,17,2026-06-15
2026-06-15 01:15:33.536332,eve,192.168.1.16,login_success,896,17,2026-06-15
2026-06-15 01:31:25.536332,eve,192.168.1.11,login_success,631,18,2026-06-15
2026-06-15 01:44:26.536332,alice,192.168.1.11,login_success,750,18,2026-06-15
2026-06-15 01:45:35.536332,bob,192.168.1.18,login_success,222,18,2026-06-15
2026-06-15 01:49:35.536332,dave,192.168.1.26,login_success,1323,18,2026-06-15
2026-06-15 01:52:25.536332,dave,192.168.1.20,login_success,1446,18,2026-06-15
2026-06-15 01:55:51.536332,frank,192.168.1.13,login_success,1477,18,2026-06-15
2026-06-15 01:56:42.536332,alice,192.168.1.12,login_success,556,18,2026-06-15
2026-06-15 02:03:24.536332,frank,192.168.1.13,login_success,1001,18,2026-06-15
2026-06-15 02:04:37.536332,frank,192.168.1.20,login_success,721,18,2026-06-15
2026-06-15 02:11:47.536332,frank,192.168.1.26,login_success,540,18,2026-06-15
2026-06-15 02:17:26.536332,frank,192.168.1.13,login_success,961,18,2026-06-15
2026-06-15 02:19:38.536332,eve,192.168.1.16,login_success,1403,18,2026-06-15
2026-06-15 02:32:45.536332,bob,192.168.1.23,login_success,698,19,2026-06-15
2026-06-15 02:34:40.536332,alice,192.168.1.12,login_success,890,19,2026-06-15
2026-06-15 02:43:35.536332,alice,192.168.1.28,login_success,596,19,2026-06-15
2026-06-15 02:45:24.536332,carol,192.168.1.21,login_success,1156,19,2026-06-15
2026-06-15 02:57:10.536332,dave,192.168.1.17,login_success,211,19,2026-06-15
2026-06-15 03:00:18.536332,dave,192.168.1.21,login_success,1266,19,2026-06-15
2026-06-15 03:16:05.536332,eve,192.168.1.27,login_success,1391,19,2026-06-15
2026-06-15 03:18:02.536332,alice,192.168.1.21,login_success,1491,19,2026-06-15
2026-06-15 03:19:03.536332,eve,192.168.1.21,login_success,1476,19,2026-06-15
2026-06-15 03:19:32.536332,eve,192.168.1.29,login_success,953,19,2026-06-15
2026-06-15 03:20:39.536332,dave,192.168.1.11,login_success,484,19,2026-06-15
2026-06-15 03:26:08.536332,carol,192.168.1.20,login_success,1221,20,2026-06-15
2026-06-15 04:08:38.536332,eve,192.168.1.18,login_success,1169,20,2026-06-15
2026-06-15 04:30:44.536332,dave,192.168.1.23,login_success,928,21,2026-06-15
2026-06-15 04:46:57.536332,bob,192.168.1.28,login_success,612,21,2026-06-15
2026-06-15 04:54:18.536332,carol,192.168.1.20,login_success,1220,21,2026-06-15
2026-06-15 05:07:22.536332,frank,192.168.1.10,login_failed,0,21,2026-06-15
2026-06-15 05:35:45.536332,frank,192.168.1.12,login_success,1208,22,2026-06-15
2026-06-15 05:42:25.536332,dave,192.168.1.29,login_success,295,22,2026-06-15
2026-06-15 05:47:24.536332,frank,192.168.1.28,login_success,1413,22,2026-06-15
2026-06-15 05:53:23.536332,eve,192.168.1.13,login_success,862,22,2026-06-15
2026-06-15 06:14:33.536332,alice,192.168.1.14,login_success,1177,22,2026-06-15
2026-06-15 06:56:30.536332,alice,192.168.1.17,login_success,478,23,2026-06-15
2026-06-15 07:50:35.536332,bob,192.168.1.19,login_failed,0,0,2026-06-15
